Name,1,2,3,5,1_1,6,7,7b,19,21a,21b,21c,Tested By,Known Issues
Umezawa Yukari no Igo Seminar,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Unreal Championship,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,"@Hamiltron#2183, @JohnVeness#7994, Wolf","Takes a long time to boot to title screen and matches, and no loading bars. Normal gameplay."
Unreal Championship 2: The Liandri Conflict,menus,menus,intro,in-game,menus,playable,supported,playable,playable,playable,playable,playable,"/u/schmatzler, Wolf","xefu, xefu2, xefu1_1: Glitchy menus and FMVs, game crashes before loading in-game
xefu3: Game crashes while loading
xefu5: Glitchy menus and FMVs, glitched character models in-game
xefu6: Glitchy menus and FMVs
Couldn't find any glitches in Singleplayer mode"
Unreal II: The Awakening,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/SnooRecipes939,Works with title update installed.
Urban Chaos: Riot Response,menus,menus,menus,menus,menus,menus,menus,menus,untested,untested,untested,untested,"/u/RDR007, CatMachete",Crashes to Xbox logo when you attempt to load a mission.
US Open 2003,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,szymmirr,"Jul 21, 2003 10:47 prototype playable. Aug 6, 2003 and Jul 21, 2003 06:57 prototypes crash on Xbox logo."
Van Helsing,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
Vexx,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Vietcong: Purple Haze,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Virtual Pool: Tournament Edition,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,@oreos420#6530,None
Volvo: Drive for Life,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Voodoo Vince,intro,intro,intro,intro,intro,intro,intro,intro,unplayable,unplayable,unplayable,unplayable,"drakarthus, Wolf","Freezes at the Xbox logo with xefu2019 and newer, and at the loading screen right before the title screen with all other xefus. Oddly enough, the loading music doesn't stop even after the game freezes, which may imply the game doesn't fully freeze, but rather just loads incredibly slowly."
V-Rally 3,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Wakeboarding Unleashed Featuring Shaun Murray,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Wallace & Gromit in Project Zoo,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Wallace & Gromit: Curse of the Were-Rabbit,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Warpath,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
Whacked!,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,Took a little time to start the first time.
Whiplash,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,LazyIllusion,No sound manages to load the world poorly then freezes on crystal dynamics logo
Whiteout,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
WinBack 2: Project Poseidon,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Wings of War,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Random freeze
Without Warning,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,"Some texture corruption, gameplay freezes briefly."
World Billiards Tournament: Break Nine,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,Game stuck after initial hit in the game. Either player or CPU will be stuck waiting for next move
World Championship Poker,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/Bret_Linden,None
World Championship Poker 2: Featuring Howard Lederer,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/Bret_Linden,"Can play an actual game at least once, the entire console locks up when you leave a game"
World Championship Pool 2004,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
World Championship Rugby,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
World Championship Snooker 2003,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,@JohnVeness#7994,None
World Championship Snooker 2004,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
World Poker Tour,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/Bret_Linden (unplayable); Imadummy (working),Plays normally
World Racing,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
World Racing 2,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,untested,untested,in-game,przemas2468,"Light reflections are buggy, lags a lot with more opponents and traffic. Additionally, in xefu1_1 and below, there are jagged font textures when first loading a race."
World Series Baseball,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
World Series Baseball 2K3,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
World Series of Poker,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/Bret_Linden,Runs so slow it is nearly unplayable
World Snooker Championship 2005,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,"Poor framerate, even Xbox guide is choppy"
World Soccer Winning Eleven 8 International,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,u/stickvenezuela,Kit textures and some HUD text are glitchy. Everything else is fine.
World Soccer Winning Eleven 9,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
World War II Combat: Iwo Jima,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,Unknown,Freeze on intro
World War II Combat: Road to Berlin,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,Unknown,Freeze on intro
World's Scariest Police Chases 2,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,szymmirr,Crashes on Xbox logo
Worms 3D,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/maty15987, RollPlayStation",None
Worms 4: Mayhem,supported,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/maty15987,Runs at half framerate
Worms Forts: Under Siege,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,Sega intro must be skipped or freeze at loading
Wrath Unleashed,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/RDR007,Some places have graphical issues.
Wreckless: The Yakuza Missions,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Unknown,Crashes to dashboard
WTA Tour Tennis,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Imadummy,Freezes after confirming players in exhibition. Crashes to dashboard after a first play in career mode
WWE Raw 2,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/RDR007,Menus stutter.
WWE WrestleMania 21,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/RDR007,Game crashes to Xbox logo when attempting to play replays at the end of a match.
WWF Raw,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
